Nombre,Comuna,Tipo,Dependencia,Latitud,Longitud
Centro Médico - PDI,Ñuñoa,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.453135,-70.591437
Clínica Los Coihues,Estación Central,Clínica,Privado,-33.452897,-70.705461
Hospital Militar de Santiago,La Reina,Hospital,Fuerzas Armadas y de Orden (FFAA),-33.45281,-70.56351
Clínica Psiquiatrica Renacer,Ñuñoa,Clínica,Privado,-33.452615,-70.6054
Centro Odontológico Uno Salud Dental Maipú,Maipú,Clínica Dental,Privado,-33.510955,-70.758084
Centro Integramédica Estación Central,Estación Central,Centro de Salud Privado,Privado,-33.45238,-70.682674
SAR Dr. Raúl Yazigi,Lo Prado,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.451978,-70.715985
Centro de Salud Familiar Las Mercedes,Estación Central,Centro de Salud Familiar (CESFAM),Servicio de Salud,-33.451977,-70.703928
Centro de Salud Familiar Dr. Raúl Yazigi,Lo Prado,Centro de Salud Familiar (CESFAM),Municipal,-33.451755,-70.71605
Centro Asistencial AChS La Reina,La Reina,Centro de Salud Privado,Privado,-33.451735,-70.544078
Clínica Corporación de Ayuda al Paciente Mental,Ñuñoa,Clínica,Privado,-33.451727,-70.624283
Centro de Salud Familiar Nº 5,Santiago,Centro de Salud Familiar (CESFAM),Servicio de Salud,-33.45118,-70.673769
Hospital Carabineros,Ñuñoa,Hospital,Fuerzas Armadas y de Orden (FFAA),-33.450658,-70.608463
Clínica Recuperación Alcohol Alfa,Ñuñoa,Clínica,Privado,-33.450314,-70.604116
Centro Atencion Clínica Santa María La Reina,La Reina,Centro de Salud Privado,Privado,-33.450165,-70.570348
Centro Comunitario de Salud Familiar Santa Corina,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.450046,-70.746195
SAPU Pablo Neruda,Lo Prado,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.45001,-70.730382
Centro de Salud Familiar Pablo Neruda,Lo Prado,Centro de Salud Familiar (CESFAM),Municipal,-33.450001,-70.730087
Centro de Salud Universidad de Santiago de Chile,Estación Central,Centro de Salud Privado,Privado,-33.449762,-70.683949
Centro Médico y Dental CAPREDENA,Santiago,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.449384,-70.652234
Red-Lab,Ñuñoa,Laboratorio Clínico,Privado,-33.449361,-70.628452
Unidad de Salud Funcionario  S.S Metropolitano Occidente,Santiago,Unidad de Salud Funcionarios,Servicio de Salud,-33.448174,-70.669444
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Occidente),Santiago,Dirección Servicio de Salud,Servicio de Salud,-33.448174,-70.669444
PRAIS (S.S Metropolitano Occidente),Santiago,Programa de Reparación y Atención Integral de Salud (PRAIS),Servicio de Salud,-33.448174,-70.669444
COSAM Pudahuel,Pudahuel,Centro Comunitario de Salud Mental  (COSAM),Servicio de Salud,-33.44813,-70.751639
COSAM Santiago,Santiago,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.447963,-70.632701
Espacio EME,Ñuñoa,Vacunatorio,Privado,-33.447877,-70.602775
Centro de Salud Familiar Pudahuel Poniente,Pudahuel,Centro de Salud Familiar (CESFAM),Municipal,-33.447426,-70.76289
COSAM Provisam,Providencia,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.446577,-70.61415
Clínica San Isidoro Salud SpA,Santiago,Clínica,Privado,-33.44655,-70.64403
Centro Médico Vida Integra Alameda,Santiago,Centro de Salud Privado,Privado,-33.446412,-70.658798
SAR Violeta Parra,Pudahuel,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.445429,-70.740969
Policlínico Rosita Benveniste,San Bernardo,Centro de Especialidades Primarias,Municipal,-33.590678,-70.702399
Centro de Referencia de Salud Salvador Allende,Pudahuel,Centro de Referencia de Salud (CRS),Servicio de Salud,-33.445369,-70.740976
Laboratorio Referencia Oxman y Cía. Ltda.,Santiago,Laboratorio Clínico,Privado,-33.444929,-70.669423
Centro Médico y Dental MegaSalud Alameda,Santiago,Centro de Salud Privado,Privado,-33.444915,-70.657657
Clínica San Andrés,Providencia,Clínica,Privado,-33.4446,-70.6223
Laboratorio Bio Reval Ltda,Santiago,Laboratorio Clínico,Privado,-33.444597,-70.651889
Elsa,Providencia,Centro de Salud Privado,Privado,-33.444389,-70.625433
Centro de Salud Familiar Dr. Hernán Alessandri,Providencia,Centro de Salud Familiar (CESFAM),Municipal,-33.444228,-70.620427
Centro Médico HTS SpA,Providencia,Centro de Salud Privado,Privado,-33.444151,-70.63295
Centro Comunitario de Salud Familiar Plaza México,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.444011,-70.696207
Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río,Santiago,Hospital,Servicio de Salud,-33.444004,-70.637955
Consultorio Escuela de Carabineros de Chile,Providencia,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.44386,-70.6119
Centro Médico Lira Red de Salud UC CHRISTUS,Santiago,Centro de Salud Privado,Privado,-33.443851,-70.64105
Servicio Médico Dental (S) Armada de Chile,Quinta Normal,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.4437,-70.689673
Centro Comunitario de Salud Familiar Elena Caffarena,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.443646,-70.624756
Hospital del Trabajador Santiago,Providencia,Hospital,Privado,-33.443625,-70.632551
Centro Odontologico Uno Salud Dental Maipu 3,Maipú,Clínica Dental,Privado,-33.47812,-70.756739
Hernández y Gutiérrez Ltda,Santiago,Centro de Salud Privado,Privado,-33.443284,-70.646988
Clínica Instituto El Cedro,La Reina,Clínica,Privado,-33.44327,-70.522993
Laboratorio Perfil Bioquímico,Santiago,Laboratorio Clínico,Privado,-33.443197,-70.64343
SAPU Aguilucho,Providencia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.443182,-70.597762
Centro Integramédica Forestal,Santiago,Centro de Salud Privado,Privado,-33.443088,-70.645705
Centro Médico y Dental Servicio de Bienestar MOP,Santiago,Centro de Salud Privado,Privado,-33.443018,-70.653049
Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile,Santiago,Centro de Salud Privado,Privado,-33.442973,-70.655523
Centro de Cáncer Red de Salud UC CHRISTUS,Santiago,Centro de Salud Privado,Privado,-33.442892,-70.641022
Centro de Salud Familiar Ossandon,La Reina,Centro de Salud Familiar (CESFAM),Municipal,-33.442855,-70.54447
Centro de Salud Familiar Aguilucho,Providencia,Centro de Salud Familiar (CESFAM),Municipal,-33.442673,-70.597096
Centro de Especialidades Médicas Red de Salud UC CHRISTUS,Santiago,Centro de Salud Privado,Privado,-33.442651,-70.639037
Laboratorio Labocenter,Santiago,Laboratorio Clínico,Privado,-33.442579,-70.646414
COSAM Municipal de Pudahuel,Pudahuel,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.442437,-70.76465
SAPU Pudahuel Poniente,Pudahuel,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.442413,-70.764867
"Hospital San Juan de Dios (Santiago, Santiago)",Santiago,Hospital,Servicio de Salud,-33.442394,-70.679188
Instituto Oftalmológico Dr. David Bitran,Providencia,Centro de Salud Privado,Privado,-33.442344,-70.624128
Hospital Clínico Red de Salud UC CHRISTUS,Santiago,Hospital,,-33.442233,-70.640349
Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile,Santiago,Vacunatorio,Privado,-33.442163,-70.640257
Clínica UC Red de Salud UC CHRISTUS,Santiago,Clínica,Privado,-33.442159,-70.641311
Centro de Salud Vida Integra Bandera,Santiago,Centro de Salud Privado,Privado,-33.441929,-70.651903
Centro de Oncología Preventiva de la Universidad de Chile,Quinta Normal,Centro de Salud Privado,Privado,-33.441882,-70.683538
Centro Odontológico Uno Salud Dental Manquehue,Las Condes,Clínica Dental,Privado,-33.410835,-70.566112
Integramédica Bandera,Santiago,Centro de Salud Privado,Privado,-33.441528,-70.652402
Centro Asistencial AChS Santiago,Santiago,Centro de Salud Privado,Privado,-33.441492,-70.656611
Clínica Psiquiátrica Santa Cecilia,Santiago,Clínica,Privado,-33.44129,-70.66728
Centro de Salud Mutual CChC Agustinas,Santiago,Centro de Salud Privado,Privado,-33.441165,-70.655942
Centro de Evaluación del Trabajo (CET) Santiago Centro,Santiago,Centro de Salud Privado,Privado,-33.440462,-70.648817
Centro Comunitario de Salud Familiar Amapolas,Ñuñoa,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.440308,-70.580009
Laboratorio Sigma,Santiago,Laboratorio Clínico,Privado,-33.440215,-70.677134
Mirandes S.P.A.,Providencia,Clínica,Privado,-33.44015,-70.62442
Centro CONIN Credes,Providencia,Centro Corporación para la Nutrición Infantil (CONIN),Privado,-33.439977,-70.606741
Centro Odontológico Uno Salud Dental Melipilla,Melipilla,Clínica Dental,Privado,-33.686251,-71.214487
Laboratorio Clínico Dipreca - Sala Externa de Toma de Muestras,Santiago,Laboratorio Clínico,Fuerzas Armadas y de Orden (FFAA),-33.439732,-70.646582
Centro Integramédica,Santiago,Centro de Salud Privado,Privado,-33.439526,-70.652881
COSAM Lo Prado,Lo Prado,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.439516,-70.719801
Hospital Digital,Santiago,Atención Remota,Servicio de Salud,-33.439415,-70.646293
Centro de Salud Familiar Santa Anita,Lo Prado,Centro de Salud Familiar (CESFAM),Municipal,-33.43929,-70.7093
SAPU Santa Anita,Lo Prado,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.439204,-70.709532
Instituto Clínico Oncológico Fundación Arturo López Pérez,Providencia,Clínica,Privado,-33.43913,-70.62242
Centro de Salud Diagnostiko Ltda,Santiago,Centro de Salud Privado,Privado,-33.439095,-70.642253
Centro de Salud Familiar Ignacio Domeyko,Santiago,Centro de Salud Familiar (CESFAM),Municipal,-33.438921,-70.672467
SAPU Ignacio Domeyko,Santiago,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.438921,-70.672467
JB Medical Test SpA,Santiago,Centro de Salud Privado,Privado,-33.438854,-70.648809
Clínica Las Acacias,Providencia,Clínica,Privado,-33.43878,-70.62518
Centro Odontológico Uno Salud Dental Merced,Santiago,Clínica Dental,Privado,-33.437624,-70.644432
Instituto de Enfermedades Circulatorias,Providencia,Centro de Salud Privado,Privado,-33.438456,-70.618338
Clínica Miguel Claro,Providencia,Clínica,Privado,-33.438311,-70.618322
Bioánalisis Ltda.,Providencia,Laboratorio Clínico,Privado,-33.438106,-70.632423
Clínica Fundación Gantz,Pudahuel,Clínica,Privado,-33.438055,-70.747937
Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,Providencia,Hospital,Servicio de Salud,-33.437988,-70.621882
Laboratorio Santiago Centro,Santiago,Laboratorio Clínico,Privado,-33.437979,-70.64855
Centro de Atencion Integral Merced,Santiago,Centro de Salud Privado,Privado,-33.437978,-70.65123
Dilab,Providencia,Centro de Salud Privado,Privado,-33.437953,-70.634743
Centro de Salud La Araucana Salud,Santiago,Centro de Salud Privado,Privado,-33.437944,-70.643933
Laboratorio Clínico Bionet S.A. - Providencia,Providencia,Laboratorio Clínico,Privado,-33.437839,-70.634761
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Central),Santiago,Dirección Servicio de Salud,Servicio de Salud,-33.437836,-70.643062
Centro Comunitario de Salud Familiar Andacollo,Providencia,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.437671,-70.606248
Centro Metropolitano de Atención Prehospitalaria,Santiago,Centro de Regulación Médica de las Urgencias (SAMU),Servicio de Salud,-33.437666,-70.644218
Centro Odontológico Uno Salud Dental Moneda,Santiago,Clínica Dental,Privado,-33.441773,-70.650018
Laboratorio Antonio Concha,Santiago,Laboratorio Clínico,Privado,-33.43744,-70.641653
Centro de Salud Familiar Pudahuel Estrella,Pudahuel,Centro de Salud Familiar (CESFAM),Municipal,-33.437387,-70.750666
SAR La Estrella,Pudahuel,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.437182,-70.750685
SAPU Dr. Avendaño,Lo Prado,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.437066,-70.740457
Centro de Salud Omega,Santiago,Centro de Salud Privado,Privado,-33.436962,-70.680018
Centro de Salud Vival Ltda.,Santiago,Centro de Salud Privado,Privado,-33.436955,-70.648935
Instituto de Neurocirugía Dr. Alfonso Asenjo,Providencia,Hospital,Servicio de Salud,-33.436888,-70.622448
Centro de Salud Familiar Dr. Carlos Avendaño,Lo Prado,Centro de Salud Familiar (CESFAM),Municipal,-33.436875,-70.740448
Consultorio Coaniquem,Pudahuel,Centro de Salud Privado,Privado,-33.436776,-70.748549
Hospital Del Salvador de Santiago,Providencia,Hospital,Servicio de Salud,-33.43664,-70.624493
Unidad de Salud Funcionario S.S Metropolitano Oriente,Providencia,Unidad de Salud Funcionarios,Servicio de Salud,-33.43664,-70.624493
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Oriente),Providencia,Dirección Servicio de Salud,Servicio de Salud,-33.43664,-70.624493
PRAIS (S.S Metropolitano Oriente),Providencia,Programa de Reparación y Atención Integral de Salud (PRAIS),Servicio de Salud,-33.43664,-70.624493
Vacunatorio Internacional SEREMI de Salud Metropolitana,Providencia,Vacunatorio,SEREMI de Salud,-33.436486,-70.622589
Instituto Radiológico Providencia,Providencia,Centro de Salud Privado,Privado,-33.436374,-70.631223
Laboratorio SANALAB S.A.,Santiago,Laboratorio Clínico,Privado,-33.43613,-70.678916
Clínica Psiquiatrica Bretaña,Providencia,Clínica,Privado,-33.43594,-70.59623
VACUMED,Providencia,Vacunatorio,Privado,-33.435545,-70.631183
Química Clínica Especializada,Providencia,Laboratorio Clínico,Privado,-33.435211,-70.62625
AMIM,Providencia,Centro de Salud Privado,Privado,-33.435106,-70.626164
Diagnóstika,Providencia,Centro de Salud Privado,Privado,-33.43499,-70.626325
Instituto Traumatológico Dr. Teodoro Gebauer,Santiago,Hospital,Servicio de Salud,-33.434891,-70.658236
Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,Providencia,Hospital,Servicio de Salud,-33.434825,-70.622227
Red Salud Providencia ex Clínica AvanSalud Providencia,Providencia,Clínica,Privado,-33.43482,-70.62584
Centro de Atencion Integral Providencia,Providencia,Centro de Salud Privado,Privado,-33.434704,-70.601625
Laboratorio Clínico Blanco,Providencia,Laboratorio Clínico,Privado,-33.434393,-70.626504
MegaSalud,Providencia,Centro de Salud Privado,Privado,-33.434342,-70.625991
Orlandi Oncología,Providencia,Centro de Salud Privado,Privado,-33.434315,-70.623886
Centro de Salud Familiar Andes,Quinta Normal,Centro de Salud Familiar (CESFAM),Servicio de Salud,-33.434192,-70.692944
Clínica New Clinic,Providencia,Clínica,Privado,-33.433876,-70.601276
Centro Odontológico Uno Salud Dental Ñuñoa,Ñuñoa,Clínica Dental,Privado,-33.454406,-70.606047
SAPU Dr. Arturo Albertz,Cerro Navia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.433509,-70.731486
Centro de Salud Familiar Dr. Arturo Albertz,Cerro Navia,Centro de Salud Familiar (CESFAM),Municipal,-33.433502,-70.731655
Clínica Indisa,Providencia,Clínica,Privado,-33.43333,-70.62855
Centro Comunitario de Salud Familiar Concejal Guillermo Flores O.,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.433127,-70.761327
Clínica Santa María,Providencia,Clínica,Privado,-33.43282,-70.62822
Centro Servicios Médicos Santa María,Providencia,Centro de Salud Privado,Privado,-33.432418,-70.628116
Centro Médico Manuel Montt ex Centro Clínico Integral Las Lilas,Providencia,Centro de Salud Privado,Privado,-33.432144,-70.618483
Centro de Salud Familiar Dr. Alfonso Leng,Providencia,Centro de Salud Familiar (CESFAM),Municipal,-33.431406,-70.618809
Centro Odontológico Uno Salud Dental Peñalolén,Peñalolén,Clínica Dental,Privado,-33.483934,-70.548052
Hospital de Niños Dr. Luis Calvo Mackenna,Providencia,Hospital,Servicio de Salud,-33.430592,-70.615846
SAPU Garín,Quinta Normal,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.430472,-70.714164
Centro Comunitario de Salud Familiar Mar Caribe,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.430438,-70.741089
Centro de Salud Familiar Garín,Quinta Normal,Centro de Salud Familiar (CESFAM),Municipal,-33.430421,-70.714351
Departamento de Bienestar Social de la Dirección General de Aeronáutica Civil,Providencia,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.429817,-70.603116
Unidad de Salud Funcionario  SS Metropolitano Norte,Independencia,Unidad de Salud Funcionarios,Servicio de Salud,-33.429013,-70.655438
Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Norte),Independencia,Dirección Servicio de Salud,Servicio de Salud,-33.429013,-70.655438
PRAIS (SS Metropolitano Norte),Independencia,Programa de Reparación y Atención Integral de Salud (PRAIS),Servicio de Salud,-33.429013,-70.655438
Centro de Salud Familiar Cardenal Raúl Silva Henríquez,Pudahuel,Centro de Salud Familiar (CESFAM),Municipal,-33.429,-70.770919
Clínica Dental Móvil Simple. Pat. PW4082 (TilTil),Tiltil,Unidad de Procedimientos Móvil,Servicio de Salud,-33.42896,-70.655492
Barnafi Krause Diagnóstica,Providencia,Laboratorio Clínico,Privado,-33.428491,-70.622587
Vacunatorio Clínica El Bosque,Providencia,Vacunatorio,Privado,-33.42821,-70.619211
Clínica Europa,Providencia,Clínica,Privado,-33.42785,-70.61109
Centro de Salud Mutual CChC Pudahuel,Pudahuel,Centro de Salud Privado,Privado,-33.427641,-70.780219
Clínica Dávila,Recoleta,Clínica,Privado,-33.427257,-70.648544
Diagnóstico por imagen San Vicente de Paul,Providencia,Vacunatorio,Privado,-33.426534,-70.59547
Dirección Previsional de Carabineros de Chile,Providencia,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.4262,-70.61847
Centro Médico y Dental Antonio Varas del Banco del Estado de Chile,Providencia,Centro de Salud Privado,Privado,-33.426086,-70.615578
Vacunatorio RENVAC,Providencia,Vacunatorio,Privado,-33.425381,-70.614023
SanaSalud Pedro de Valdivia,Providencia,Centro de Salud Privado,Privado,-33.425363,-70.613927
CLINICA ESTETICA LIFECHOICE SPA,Providencia,Clínica,Privado,-33.42517,-70.61953
Centro Médico y Dental Redsalud Pedro de Valdivia,Providencia,Centro de Salud Privado,Privado,-33.425073,-70.613175
Centro Odontológico Uno Salud Dental Providencia,Providencia,Clínica Dental,Privado,-33.423453,-70.608173
Centro Integramédica Barcelona,Providencia,Centro de Salud Privado,Privado,-33.42464,-70.610459
Vacunatorio RENVAC,Providencia,Vacunatorio,Privado,-33.424266,-70.615773
Clínica WLK,Providencia,Clínica,Privado,-33.42421,-70.60457
Centro de Salud Familiar Recoleta,Recoleta,Centro de Salud Familiar (CESFAM),Municipal,-33.423922,-70.645768
Centro Odontológico Uno Salud Dental Puente Alto,Puente Alto,Clínica Dental,Privado,-33.605695,-70.576329
Centro Odontológico Uno Salud Dental Puente Alto 2,Puente Alto,Clínica Dental,Privado,-33.568939,-70.58297
Centro Odontologico Uno Salud Dental Puente Alto 3,Puente Alto,Clínica Dental,Privado,-33.611124,-70.575411
Vacunatorio Internacional Immunitas SpA,Providencia,Vacunatorio,Privado,-33.423268,-70.609892
Centro Médico y Dental MegaSalud Padre Hurtado,Las Condes,Centro de Salud Privado,Privado,-33.423045,-70.538864
SAPU Lo Franco,Quinta Normal,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.42256,-70.69483
Centro de Salud Familiar Lo Franco,Quinta Normal,Centro de Salud Familiar (CESFAM),Municipal,-33.41645,-70.696399
"Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago, Recoleta)",Recoleta,Hospital,Servicio de Salud,-33.422402,-70.650537
Nueva Clínica Cordillera,Las Condes,Clínica,Privado,-33.42206,-70.52727
Clínica Oftalmológica Providencia,Providencia,Clínica,Privado,-33.421029,-70.612059
Centro Vida Integra Providencia,Providencia,Centro de Salud Privado,Privado,-33.420859,-70.607217
Cruz Nacional,Independencia,Vacunatorio,Privado,-33.420434,-70.656025
Hospital Clínico Universidad de Chile,Independencia,Hospital,,-33.420057,-70.653116
Clínica Ensenada,Independencia,Clínica,Privado,-33.419987,-70.662791
Centro de Salud Familiar Cerro Navia,Cerro Navia,Centro de Salud Familiar (CESFAM),Municipal,-33.419555,-70.750834
SAPU Luis Chavarría,Cerro Navia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.419555,-70.751003
Centro Médico Vida Integra Tobalaba,Providencia,Centro de Salud Privado,Privado,-33.419313,-70.60058
COSAM Quinta Normal,Quinta Normal,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.419064,-70.701943
Hospital Metropolitano (Ex Militar),Providencia,Hospital,Servicio de Salud,-33.418942,-70.605168
Centro Metropolitano de Sangre y Tejidos,Providencia,Centro de Especialidades,Servicio de Salud,-33.41889,-70.605024
Hospital Dipreca Teniente Hernán Merino,Las Condes,Hospital,Fuerzas Armadas y de Orden (FFAA),-33.418694,-70.529475
Centro Comunitario de Salud Familiar Antumalal,Quinta Normal,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.418174,-70.714961
"Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago, Recoleta)",Independencia,Hospital,Servicio de Salud,-33.418128,-70.652105
COSAM Las Condes,Las Condes,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.417881,-70.593685
SAPU Dr. Adalberto Steeger,Cerro Navia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.417692,-70.74122
Centro de Salud Familiar Lo Amor,Cerro Navia,Centro de Salud Familiar (CESFAM),Municipal,-33.417581,-70.717399
SAPU Juan Antonio Ríos,Independencia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.41752,-70.668478
Centro de Salud Familiar Dr. Adalberto Steeger,Cerro Navia,Centro de Salud Familiar (CESFAM),Municipal,-33.417518,-70.741198
Centro de Salud Familiar Juan Antonio Ríos,Independencia,Centro de Salud Familiar (CESFAM),Municipal,-33.417373,-70.668652
COSAM Cerro Navia,Cerro Navia,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.417214,-70.728726
SAPU Aníbal Ariztía,Las Condes,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.417162,-70.532902
Centro de Salud Familiar Aníbal Ariztía,Las Condes,Centro de Salud Familiar (CESFAM),Municipal,-33.417067,-70.53311
Centro Vida Integra de Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.417043,-70.596031
Pensionado San José,Las Condes,Centro de Salud Privado,Privado,-33.416917,-70.566517
Centro Médico Dávila Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.41661,-70.600767
"Complejo Hospitalario San José (Santiago, Independencia)",Independencia,Hospital,Servicio de Salud,-33.416586,-70.653318
Hospital modular de Campaña Hospital San José Antiguo,Independencia,Dispositivo Incorporado por Crisis Sanitaria,Servicio de Salud,-33.416312,-70.653309
Centro Comunitario de Salud Familiar Los Lagos (Unidad Vecinal Nº 33),Cerro Navia,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.41629,-70.767919
GENOSUR,Las Condes,Laboratorio Clínico,Privado,-33.415505,-70.604547
SAPU DR. AGUSTIN CRUZ MELO,Independencia,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.415499,-70.657603
Centro Médico San Jorge Red de Salud UC CHRISTUS,Las Condes,Centro de Salud Privado,Privado,-33.415449,-70.582888
"Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia)",Independencia,Hospital,Servicio de Salud,-33.415335,-70.655086
Centro de Salud Familiar Agustín Cruz Melo,Independencia,Centro de Salud Familiar (CESFAM),Municipal,-33.415155,-70.657119
Hospital  Félix Bulnes Cerda,Cerro Navia,Hospital,Servicio de Salud,-33.423625,-70.741664
Centro Médico Medicien,Las Condes,Centro de Salud Privado,Privado,-33.414885,-70.583787
Centro Médico Alcántara Red de Salud UC CHRISTUS,Las Condes,Centro de Salud Privado,Privado,-33.41481,-70.588799
COSAM Independencia,Independencia,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.414664,-70.654255
Integramédica Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.414597,-70.579894
INTEGRAMEDICA S.A. SUCURSAL LOS DOMINICOS,Las Condes,Centro de Salud Privado,Privado,-33.413184,-70.58871
Centro Odontológico Uno Salud Dental Quilicura,Quilicura,Clínica Dental,Privado,-33.368669,-70.731483
Instituto Oftalmológico Puerta del Sol,Las Condes,Centro de Salud Privado,Privado,-33.412432,-70.578094
Centro de Salud Familiar Dr. Hernán Urzúa Merino,Renca,Centro de Salud Familiar (CESFAM),Municipal,-33.411478,-70.728472
Centro Integra Médica Manquehue,Las Condes,Centro de Salud Privado,Privado,-33.410871,-70.566918
Centro de Salud Familiar Valdivieso,Recoleta,Centro de Salud Familiar (CESFAM),Municipal,-33.410322,-70.631219
SAPU Valdivieso,Recoleta,Servicio de Atención Primaria de Urgencia (SAPU),Municipal,-33.410284,-70.631485
Hospital de Curacaví,Curacaví,Hospital,Servicio de Salud,-33.4095,-71.145664
Clínica Astra Independencia,Independencia,Clínica,Privado,-33.407305,-70.661283
Hospital Clínico Universidad de Los Andes,Las Condes,Hospital,Privado,-33.40656,-70.50017
CER,Las Condes,Centro de Salud Privado,Privado,-33.406463,-70.580694
Centro Comunitario de Salud Familiar Las Enredaderas,Independencia,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.405971,-70.671142
Centro Médico Militar Rosa O'Higgins,Las Condes,Centro de Salud Privado,Fuerzas Armadas y de Orden (FFAA),-33.405309,-70.585445
COSAM Renca,Renca,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.404958,-70.712564
Medicien Alto El Plomo,Las Condes,Centro de Salud Privado,Privado,-33.404764,-70.570812
SAR Renca,Renca,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Municipal,-33.4035,-70.702362
Centro de Salud Familiar Renca,Renca,Centro de Salud Familiar (CESFAM),Municipal,-33.403452,-70.709698
Centro de Salud Familiar Quinta Bella,Recoleta,Centro de Salud Familiar (CESFAM),Municipal,-33.403207,-70.634602
Centro Comunitario de Salud Familiar Irene Frei Montalva,Pudahuel,Centro Comunitario de Salud Familiar (CECOSF),Municipal,-33.4028,-70.854443
Centro de la Vision Filial Clinica Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.402619,-70.572822
Centro de Evaluación el Trabajo (CET) Arauco,Las Condes,Centro de Salud Privado,Privado,-33.402549,-70.57849
Centro Asistencial AChS Las Condes,Las Condes,Centro de Salud Privado,Privado,-33.402454,-70.577888
ENSalud,Vitacura,Centro de Salud Privado,Privado,-33.402336,-70.587353
Centro Médico y Dental MegaSalud Arauco,Las Condes,Centro de Salud Privado,Privado,-33.40223,-70.577992
COSAM Recoleta,Recoleta,Centro Comunitario de Salud Mental  (COSAM),Municipal,-33.402025,-70.641581
Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS,Las Condes,Clínica,Privado,-33.40132,-70.51837
Policlínico del Trabajador AChS Parque Las Américas,Conchalí,Centro de Salud Privado,Privado,-33.400648,-70.681955
Centro Médico y Dental MegaSalud Kennedy,Las Condes,Centro de Salud Privado,Privado,-33.40046,-70.574539
Centro de Salud Familiar Apoquindo,Las Condes,Centro de Salud Familiar (CESFAM),Municipal,-33.400414,-70.56441
Biomer S.A.,Las Condes,Vacunatorio,Privado,-33.400011,-70.574142
